Month	L	M	S	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
84	-0.4402	22.8915	0.13759	13.677	15.666	17.655	20.029	22.892	26.382	30.695	36.1	41.506
85	-0.4499	23.0968	0.13797	13.797	15.802	17.807	20.203	23.097	26.632	31.011	36.515	42.019
86	-0.4594	23.3029	0.13838	13.915	15.937	17.958	20.377	23.303	26.885	31.33	36.936	42.542
87	-0.4688	23.5101	0.1388	14.033	16.072	18.11	20.552	23.51	27.138	31.653	37.363	43.073
88	-0.4781	23.7182	0.13923	14.151	16.207	18.262	20.727	23.718	27.394	31.979	37.795	43.612
89	-0.4873	23.9272	0.13969	14.268	16.341	18.414	20.903	23.927	27.652	32.309	38.236	44.163
90	-0.4964	24.1371	0.14016	14.385	16.475	18.565	21.078	24.137	27.911	32.642	38.682	44.722
91	-0.5053	24.3479	0.14065	14.502	16.609	18.717	21.255	24.348	28.172	32.979	39.135	45.291
92	-0.5142	24.5595	0.14117	14.617	16.742	18.868	21.431	24.56	28.436	33.32	39.597	45.873
93	-0.5229	24.7722	0.1417	14.732	16.875	19.019	21.607	24.772	28.701	33.665	40.065	46.464
94	-0.5315	24.9858	0.14226	14.845	17.008	19.17	21.784	24.986	28.969	34.015	40.542	47.069
95	-0.5399	25.2005	0.14284	14.958	17.14	19.321	21.961	25.2	29.239	34.368	41.027	47.686
96	-0.5482	25.4163	0.14344	15.071	17.271	19.472	22.138	25.416	29.512	34.727	41.521	48.315
97	-0.5564	25.6332	0.14407	15.182	17.402	19.622	22.316	25.633	29.787	35.091	42.025	48.959
98	-0.5644	25.8513	0.14472	15.292	17.532	19.772	22.494	25.851	30.064	35.459	42.538	49.617
99	-0.5722	26.0706	0.14539	15.402	17.662	19.922	22.672	26.071	30.344	35.832	43.06	50.287
100	-0.5799	26.2911	0.14608	15.511	17.792	20.072	22.851	26.291	30.627	36.21	43.591	50.972
101	-0.5873	26.5128	0.14679	15.62	17.921	20.222	23.031	26.513	30.912	36.593	44.131	51.669
102	-0.5946	26.7358	0.14752	15.727	18.05	20.372	23.21	26.736	31.199	36.981	44.682	52.382
103	-0.6017	26.9602	0.14828	15.834	18.178	20.522	23.39	26.96	31.49	37.376	45.244	53.113
104	-0.6085	27.1861	0.14905	15.94	18.306	20.672	23.571	27.186	31.784	37.774	45.815	53.855
105	-0.6152	27.4137	0.14984	16.045	18.433	20.822	23.753	27.414	32.08	38.179	46.397	54.615
106	-0.6216	27.6432	0.15066	16.15	18.561	20.972	23.936	27.643	32.381	38.591	46.992	55.394
107	-0.6278	27.875	0.15149	16.254	18.689	21.123	24.119	27.875	32.685	39.009	47.598	56.188
108	-0.6337	28.1092	0.15233	16.359	18.817	21.275	24.305	28.109	32.993	39.433	48.214	56.996
109	-0.6393	28.3459	0.15319	16.463	18.945	21.428	24.492	28.346	33.305	39.864	48.843	57.822
110	-0.6446	28.5854	0.15406	16.568	19.075	21.582	24.681	28.585	33.621	40.301	49.483	58.664
111	-0.6496	28.8277	0.15493	16.673	19.205	21.737	24.871	28.828	33.941	40.744	50.132	59.519
112	-0.6543	29.0731	0.15581	16.778	19.336	21.894	25.064	29.073	34.266	41.195	50.792	60.389
113	-0.6585	29.3217	0.1567	16.884	19.468	22.052	25.259	29.322	34.595	41.652	51.463	61.274
114	-0.6624	29.5736	0.1576	16.99	19.601	22.212	25.457	29.574	34.929	42.116	52.146	62.175
115	-0.6659	29.8289	0.1585	17.096	19.735	22.373	25.656	29.829	35.268	42.587	52.838	63.089
116	-0.6689	30.0877	0.1594	17.203	19.87	22.537	25.859	30.088	35.612	43.063	53.538	64.012
117	-0.6714	30.3501	0.16031	17.31	20.006	22.701	26.064	30.35	35.96	43.547	54.248	64.949
118	-0.6735	30.616	0.16122	17.418	20.143	22.868	26.271	30.616	36.313	44.038	54.968	65.898
119	-0.6752	30.8854	0.16213	17.526	20.281	23.036	26.481	30.885	36.671	44.534	55.695	66.857
120	-0.6764	31.1586	0.16305	17.634	20.42	23.206	26.694	31.159	37.035	45.038	56.434	67.829
